"id"	"date"	"quantile"	"beads_fsc_small"	"beads_D1"	"beads_D2"	"width"	"notch_small_D1"	"notch_small_D2"	"notch_large_D1"	"notch_large_D2"	"offset_small_D1"	"offset_small_D2"	"offset_large_D1"	"offset_large_D2"
"ed8dccc3-4df8-41c1-b2be-53e47c84df48"	"2024-02-14T00:53:16+00:00"	"2.5"	"38903.75"	"28629.625"	"30968"	"15000"	"0.864"	"0.925"	"1.64"	"1.637"	"-5000"	"-5000"	"-35173"	"-32717"
"ed8dccc3-4df8-41c1-b2be-53e47c84df48"	"2024-02-14T00:53:16+00:00"	"50"	"39436.5"	"27994.75"	"30360"	"15000"	"0.837"	"0.897"	"1.635"	"1.632"	"-5000"	"-5000"	"-36484"	"-34000"
"ed8dccc3-4df8-41c1-b2be-53e47c84df48"	"2024-02-14T00:53:16+00:00"	"97.5"	"39969.25"	"27359.875"	"29752"	"15000"	"0.81"	"0.869"	"1.63"	"1.627"	"-5000"	"-5000"	"-37790"	"-35278"
"e4425164-4821-4154-8afc-5d7d0a1488fd"	"2024-02-14T00:53:16+00:00"	"2.5"	"41070.5"	"33138"	"36008"	"15000"	"0.929"	"0.998"	"1.64"	"1.637"	"-5000"	"-5000"	"-34218"	"-31224"
"e4425164-4821-4154-8afc-5d7d0a1488fd"	"2024-02-14T00:53:16+00:00"	"50"	"42105.5"	"32192"	"35276"	"15000"	"0.883"	"0.957"	"1.635"	"1.632"	"-5000"	"-5000"	"-36650"	"-33440"
"e4425164-4821-4154-8afc-5d7d0a1488fd"	"2024-02-14T00:53:16+00:00"	"97.5"	"43140.5"	"31246"	"34544"	"15000"	"0.84"	"0.917"	"1.63"	"1.627"	"-5000"	"-5000"	"-39073"	"-35646"
"ee9b4a09-4d66-46c2-a0bc-636765f56f46"	"2024-02-14T00:53:16+00:00"	"2.5"	"41819.625"	"34458"	"40152"	"15000"	"0.944"	"1.08"	"1.64"	"1.637"	"-5000"	"-5000"	"-34126"	"-28307"
"ee9b4a09-4d66-46c2-a0bc-636765f56f46"	"2024-02-14T00:53:16+00:00"	"50"	"42949.25"	"33032"	"39080"	"15000"	"0.886"	"1.026"	"1.635"	"1.632"	"-5000"	"-5000"	"-37190"	"-31013"
"ee9b4a09-4d66-46c2-a0bc-636765f56f46"	"2024-02-14T00:53:16+00:00"	"97.5"	"44078.875"	"31606"	"38008"	"15000"	"0.83"	"0.976"	"1.63"	"1.627"	"-5000"	"-5000"	"-40243"	"-33708"
